"Answer Id","Answer Method","Answer User Id","Answered Time","Attribute","Business Unit","Deactivation Date Time","Deactivation Reason","Deactivation User","Entity Id","Entity Type Code","Instance Seq","Answer Is Deactivated","Locale","Localized Value","Question Code","Date Time","Deactivations 0 Is Deactivated","Reason","User","Repetition","Secondary","Secondary Answer 1","Secondary Answer 2","Secondary Answer 3","Secondary Answer 4","Answer Uom Code","Value","Value Type","Experiment Id","Experiment Name","Randomization Strategy Code","Set Info Is Deactivated","Entry Id","Plant Barcode Id","Plant Number","Brand","Catalog Name","Material ID","Treatment Notes","Variable 1 Condensed String","Variable 1 Is Blocking Factor Only","Variable 1 Item 1 Label","Variable 1 Item 1 Level","Variable 1 Item 1 Uom Code","Variable 2 Condensed String","Variable 2 Is Blocking Factor Only","Variable 2 Item 1 Label","Variable 2 Item 1 Level","Variable 2 Item 1 Uom Code","Variable 3 Condensed String","Variable 3 Is Blocking Factor Only","Variable 3 Item 1 Label","Variable 3 Item 1 Level","Variable 3 Item 1 Uom Code","Rule Value","Replicate Number","Treatment Id","Treatment Number","Set Name","Set Id"
"cd13a2ec-0382-42ca-abb2-be9119944667","User Collected","BTKREBE","2021-09-30T19:41:52Z","Primary Business","Plant Biotechnology",,,,"7275267","SET_ENTRY","C3774-I12",false,"en-US","0","HERBIP",,,,,,"User Collected,21 Days,Weeds","ANSM: User Collected","TATET: 21 Days","TAXA: Weeds",,"PCT","0","NUMBER",12517,"2021_STVOSS_ SBDW0003_XtendiMax_4","rcb",false,7275267,,,,,,,"Chemical MON301848
Percent Loading 11
Rate 280
Relative Rate 0.5x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45
Chemical MON 51817
Percent Loading 100
Rate 0.5
Relative Rate 0.5x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45",false,"Chemical","MON 51817",,"Weeds 1758",true,"Weeds",1758,,,,,,,,6,791644,38,"71934 ECHCG L01",82393
"28ee9d9e-aeb6-48f3-9dec-ea7cddf19409","User Collected","BTKREBE","2021-09-30T19:37:48Z","Primary Business","Plant Biotechnology",,,,"7275217","SET_ENTRY","C3774-I12",false,"en-US","85","HERBIP",,,,,,"User Collected,21 Days,Weeds","ANSM: User Collected","TATET: 21 Days","TAXA: Weeds",,"PCT","85","NUMBER",12517,"2021_STVOSS_ SBDW0003_XtendiMax_4","rcb",false,7275217,,,,,,,"Chemical 524-617
Percent Loading 29
Rate 280
Relative Rate 0.5x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45
Chemical GLYPHOSATE AS K SALT SL 575 (575 GA/L)
Percent Loading 41.8
Rate 630
Relative Rate 0.5x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45
Chemical INTACT 59770 CP
Percent Loading 43.2
Rate 0.25
Relative Rate 0.5x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45
Chemical MON 51817
Percent Loading 100
Rate 0.5
Relative Rate 0.5x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45",false,"Chemical","MON 51817",,"Weeds 1758",true,"Weeds",1758,,,,,,,,4,791628,22,"71934 ECHCG L01",82393
"bda247f4-8be3-4b61-bdd5-d7ac80936a40","User Collected","BTKREBE","2021-09-30T19:44:47Z","Primary Business","Plant Biotechnology",,,,"7275302","SET_ENTRY","C3774-I12",false,"en-US","0","HERBIP",,,,,,"User Collected,21 Days,Weeds","ANSM: User Collected","TATET: 21 Days","TAXA: Weeds",,"PCT","0","NUMBER",12517,"2021_STVOSS_ SBDW0003_XtendiMax_4","rcb",false,7275302,,,,,,,"No Chemical
No Percent Loading
No Rate
No Relative Rate NUMBER
No Application Timing TEXT
No Application Method METHOD
No Application Volume
No Mix Size",false,"No Chemical","","","Weeds 1758",true,"Weeds",1758,,,,,,,,5,791656,50,"71934 ECHCG L01",82393
"df23af39-6494-4669-97ee-9fca911a2553","User Collected","BTKREBE","2021-09-30T19:42:51Z","Primary Business","Plant Biotechnology",,,,"7275280","SET_ENTRY","C3774-I12",false,"en-US","100","HERBIP",,,,,,"User Collected,21 Days,Weeds","ANSM: User Collected","TATET: 21 Days","TAXA: Weeds",,"PCT","100","NUMBER",12517,"2021_STVOSS_ SBDW0003_XtendiMax_4","rcb",false,7275280,,,,,,,"Chemical MON 119144
Percent Loading 37.5
Rate 560
Relative Rate 1.0x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45
Chemical GLYPHOSATE AS K SALT SL 575 (575 GA/L)
Percent Loading 41.8
Rate 1260
Relative Rate 1.0x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45
Chemical INTACT 59770 CP
Percent Loading 43.2
Rate 0.5
Relative Rate 1.0x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45
Chemical MON 51817
Percent Loading 100
Rate 1
Relative Rate 1.0x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45",false,"Chemical","MON 51817",,"Weeds 1758",true,"Weeds",1758,,,,,,,,1,791650,44,"71934 ECHCG L01",82393
"1ad05e76-4e71-4c81-9616-71321fb29619","User Collected","BTKREBE","2021-09-30T19:43:47Z","Primary Business","Plant Biotechnology",,,,"7275287","SET_ENTRY","C3774-I12",false,"en-US","70","HERBIP",,,,,,"User Collected,21 Days,Weeds","ANSM: User Collected","TATET: 21 Days","TAXA: Weeds",,"PCT","70","NUMBER",12517,"2021_STVOSS_ SBDW0003_XtendiMax_4","rcb",false,7275287,,,,,,,"Chemical MON 301286
Percent Loading 12.4
Rate 280
Relative Rate 0.5x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45
Chemical GLYPHOSATE AS K SALT SL 575 (575 GA/L)
Percent Loading 41.8
Rate 70
Relative Rate 0.5x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45
Chemical INTACT 59770 CP
Percent Loading 43.2
Rate 0.25
Relative Rate 0.5x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45
Chemical MON 51817
Percent Loading 100
Rate 0.5
Relative Rate 0.5x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45",false,"Chemical","MON 51817",,"Weeds 1758",true,"Weeds",1758,,,,,,,,2,791652,46,"71934 ECHCG L01",82393
"57583e64-2cd9-4e28-aeb7-4a60c6768a31","User Collected","BTKREBE","2021-09-30T19:43:43Z","Primary Business","Plant Biotechnology",,,,"7275286","SET_ENTRY","C3774-I12",false,"en-US","100","HERBIP",,,,,,"User Collected,21 Days,Weeds","ANSM: User Collected","TATET: 21 Days","TAXA: Weeds",,"PCT","100","NUMBER",12517,"2021_STVOSS_ SBDW0003_XtendiMax_4","rcb",false,7275286,,,,,,,"Chemical MON 301286
Percent Loading 12.4
Rate 280
Relative Rate 0.5x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45
Chemical GLYPHOSATE AS K SALT SL 575 (575 GA/L)
Percent Loading 41.8
Rate 70
Relative Rate 0.5x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45
Chemical INTACT 59770 CP
Percent Loading 43.2
Rate 0.25
Relative Rate 0.5x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45
Chemical MON 51817
Percent Loading 100
Rate 0.5
Relative Rate 0.5x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45",false,"Chemical","MON 51817",,"Weeds 1758",true,"Weeds",1758,,,,,,,,1,791652,46,"71934 ECHCG L01",82393
"02cbe58e-e301-4de6-baaa-1cc82e781908","User Collected","BTKREBE","2021-09-30T19:41:24Z","Primary Business","Plant Biotechnology",,,,"7275259","SET_ENTRY","C3774-I12",false,"en-US","100","HERBIP",,,,,,"User Collected,21 Days,Weeds","ANSM: User Collected","TATET: 21 Days","TAXA: Weeds",,"PCT","100","NUMBER",12517,"2021_STVOSS_ SBDW0003_XtendiMax_4","rcb",false,7275259,,,,,,,"Chemical MON 301945
Percent Loading 35
Rate 560
Relative Rate 1.0x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45
Chemical GLYPHOSATE AS K SALT SL 575 (575 GA/L)
Percent Loading 41.8
Rate 1260
Relative Rate 1.0x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45
Chemical MON 51817
Percent Loading 100
Rate 1
Relative Rate 1.0x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45",false,"Chemical","MON 51817",,"Weeds 1758",true,"Weeds",1758,,,,,,,,4,791642,36,"71934 ECHCG L01",82393
"3b047d2c-2b75-4692-bc5e-24ae188117bd","User Collected","BTKREBE","2021-09-30T19:37:39Z","Primary Business","Plant Biotechnology",,,,"7275214","SET_ENTRY","C3774-I12",false,"en-US","60","HERBIP",,,,,,"User Collected,21 Days,Weeds","ANSM: User Collected","TATET: 21 Days","TAXA: Weeds",,"PCT","60","NUMBER",12517,"2021_STVOSS_ SBDW0003_XtendiMax_4","rcb",false,7275214,,,,,,,"Chemical 524-617
Percent Loading 29
Rate 280
Relative Rate 0.5x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45
Chemical GLYPHOSATE AS K SALT SL 575 (575 GA/L)
Percent Loading 41.8
Rate 630
Relative Rate 0.5x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45
Chemical INTACT 59770 CP
Percent Loading 43.2
Rate 0.25
Relative Rate 0.5x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45
Chemical MON 51817
Percent Loading 100
Rate 0.5
Relative Rate 0.5x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45",false,"Chemical","MON 51817",,"Weeds 1758",true,"Weeds",1758,,,,,,,,1,791628,22,"71934 ECHCG L01",82393
"bdc27895-8492-4cf3-81ce-dbcc1991d093","User Collected","BTKREBE","2021-09-30T19:41:42Z","Primary Business","Plant Biotechnology",,,,"7275264","SET_ENTRY","C3774-I12",false,"en-US","0","HERBIP",,,,,,"User Collected,21 Days,Weeds","ANSM: User Collected","TATET: 21 Days","TAXA: Weeds",,"PCT","0","NUMBER",12517,"2021_STVOSS_ SBDW0003_XtendiMax_4","rcb",false,7275264,,,,,,,"Chemical MON301848
Percent Loading 11
Rate 280
Relative Rate 0.5x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45
Chemical MON 51817
Percent Loading 100
Rate 0.5
Relative Rate 0.5x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45",false,"Chemical","MON 51817",,"Weeds 1758",true,"Weeds",1758,,,,,,,,3,791644,38,"71934 ECHCG L01",82393
"261807ea-9e41-453b-a382-55e9c4e6c739","User Collected","BTKREBE","2021-09-30T19:43:49Z","Primary Business","Plant Biotechnology",,,,"7275288","SET_ENTRY","C3774-I12",false,"en-US","95","HERBIP",,,,,,"User Collected,21 Days,Weeds","ANSM: User Collected","TATET: 21 Days","TAXA: Weeds",,"PCT","95","NUMBER",12517,"2021_STVOSS_ SBDW0003_XtendiMax_4","rcb",false,7275288,,,,,,,"Chemical MON 301286
Percent Loading 12.4
Rate 280
Relative Rate 0.5x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45
Chemical GLYPHOSATE AS K SALT SL 575 (575 GA/L)
Percent Loading 41.8
Rate 70
Relative Rate 0.5x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45
Chemical INTACT 59770 CP
Percent Loading 43.2
Rate 0.25
Relative Rate 0.5x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45
Chemical MON 51817
Percent Loading 100
Rate 0.5
Relative Rate 0.5x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45",false,"Chemical","MON 51817",,"Weeds 1758",true,"Weeds",1758,,,,,,,,3,791652,46,"71934 ECHCG L01",82393
"7453aa57-4556-40be-b413-b1be0eccd1ed","User Collected","BTKREBE","2021-09-30T19:44:43Z","Primary Business","Plant Biotechnology",,,,"7275299","SET_ENTRY","C3774-I12",false,"en-US","0","HERBIP",,,,,,"User Collected,21 Days,Weeds","ANSM: User Collected","TATET: 21 Days","TAXA: Weeds",,"PCT","0","NUMBER",12517,"2021_STVOSS_ SBDW0003_XtendiMax_4","rcb",false,7275299,,,,,,,"No Chemical
No Percent Loading
No Rate
No Relative Rate NUMBER
No Application Timing TEXT
No Application Method METHOD
No Application Volume
No Mix Size",false,"No Chemical","","","Weeds 1758",true,"Weeds",1758,,,,,,,,2,791656,50,"71934 ECHCG L01",82393
"21602178-0d5f-4037-baf0-a775bb2e84b9","User Collected","BTKREBE","2021-09-30T19:44:15Z","Primary Business","Plant Biotechnology",,,,"7275294","SET_ENTRY","C3774-I12",false,"en-US","100","HERBIP",,,,,,"User Collected,21 Days,Weeds","ANSM: User Collected","TATET: 21 Days","TAXA: Weeds",,"PCT","100","NUMBER",12517,"2021_STVOSS_ SBDW0003_XtendiMax_4","rcb",false,7275294,,,,,,,"Chemical MON 301286
Percent Loading 12.4
Rate 560
Relative Rate 1.0x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45
Chemical GLYPHOSATE AS K SALT SL 575 (575 GA/L)
Percent Loading 41.8
Rate 140
Relative Rate 1.0x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45
Chemical INTACT 59770 CP
Percent Loading 43.2
Rate 0.5
Relative Rate 1.0x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45
Chemical MON 51817
Percent Loading 100
Rate 1
Relative Rate 1.0x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45",false,"Chemical","MON 51817",,"Weeds 1758",true,"Weeds",1758,,,,,,,,3,791654,48,"71934 ECHCG L01",82393
"79be5041-dac1-4c82-8a8b-74688a61c0b3","User Collected","BTKREBE","2021-09-30T19:41:59Z","Primary Business","Plant Biotechnology",,,,"7275268","SET_ENTRY","C3774-I12",false,"en-US","65","HERBIP",,,,,,"User Collected,21 Days,Weeds","ANSM: User Collected","TATET: 21 Days","TAXA: Weeds",,"PCT","65","NUMBER",12517,"2021_STVOSS_ SBDW0003_XtendiMax_4","rcb",false,7275268,,,,,,,"Chemical MON301848
Percent Loading 11
Rate 560
Relative Rate 1.0x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45
Chemical MON 51817
Percent Loading 100
Rate 1
Relative Rate 1.0x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45",false,"Chemical","MON 51817",,"Weeds 1758",true,"Weeds",1758,,,,,,,,1,791646,40,"71934 ECHCG L01",82393
"fad7e93d-6981-43e9-ae4c-087c661e9d15","User Collected","BTKREBE","2021-09-30T19:37:13Z","Primary Business","Plant Biotechnology",,,,"7275211","SET_ENTRY","C3774-I12",false,"en-US","0","HERBIP",,,,,,"User Collected,21 Days,Weeds","ANSM: User Collected","TATET: 21 Days","TAXA: Weeds",,"PCT","0","NUMBER",12517,"2021_STVOSS_ SBDW0003_XtendiMax_4","rcb",false,7275211,,,,,,,"Chemical MON 119144
Percent Loading 37.5
Rate 560
Relative Rate 1.0x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45
Chemical INTACT 59770 CP
Percent Loading 43.2
Rate 0.5
Relative Rate 1.0x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45
Chemical MON 51817
Percent Loading 100
Rate 1
Relative Rate 1.0x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45",false,"Chemical","MON 51817",,"Weeds 1758",true,"Weeds",1758,,,,,,,,4,791626,20,"71934 ECHCG L01",82393
"abd66928-020a-483f-aa0f-3e1670266e4e","User Collected","BTKREBE","2021-09-30T19:34:59Z","Primary Business","Plant Biotechnology",,,,"7275204","SET_ENTRY","C3774-I12",false,"en-US","0","HERBIP",,,,,,"User Collected,21 Days,Weeds","ANSM: User Collected","TATET: 21 Days","TAXA: Weeds",,"PCT","0","NUMBER",12517,"2021_STVOSS_ SBDW0003_XtendiMax_4","rcb",false,7275204,,,,,,,"Chemical MON 119144
Percent Loading 37.5
Rate 280
Relative Rate 0.5x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45
Chemical INTACT 59770 CP
Percent Loading 43.2
Rate 0.25
Relative Rate 0.5x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45
Chemical MON 51817
Percent Loading 100
Rate 0.5
Relative Rate 0.5x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45",false,"Chemical","MON 51817",,"Weeds 1758",true,"Weeds",1758,,,,,,,,3,791624,18,"71934 ECHCG L01",82393
"ee01766b-d30d-4ffa-87aa-c4f7e48dc27a","User Collected","BTKREBE","2021-09-30T19:39:35Z","Primary Business","Plant Biotechnology",,,,"7275236","SET_ENTRY","C3774-I12",false,"en-US","100","HERBIP",,,,,,"User Collected,21 Days,Weeds","ANSM: User Collected","TATET: 21 Days","TAXA: Weeds",,"PCT","100","NUMBER",12517,"2021_STVOSS_ SBDW0003_XtendiMax_4","rcb",false,7275236,,,,,,,"Chemical BCS-CF88462 SL 707 (707 g/L)
Percent Loading 36
Rate 560
Relative Rate 1.0x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45
Chemical GLYPHOSATE AS K SALT SL 575 (575 GA/L)
Percent Loading 41.8
Rate 1260
Relative Rate 1.0x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45
Chemical MON 51817
Percent Loading 100
Rate 1
Relative Rate 1.0x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45",false,"Chemical","MON 51817",,"Weeds 1758",true,"Weeds",1758,,,,,,,,5,791634,28,"71934 ECHCG L01",82393
"ef0a483c-703b-416e-9ec3-53f071f03f19","User Collected","BTKREBE","2021-09-30T19:37:42Z","Primary Business","Plant Biotechnology",,,,"7275215","SET_ENTRY","C3774-I12",false,"en-US","50","HERBIP",,,,,,"User Collected,21 Days,Weeds","ANSM: User Collected","TATET: 21 Days","TAXA: Weeds",,"PCT","50","NUMBER",12517,"2021_STVOSS_ SBDW0003_XtendiMax_4","rcb",false,7275215,,,,,,,"Chemical 524-617
Percent Loading 29
Rate 280
Relative Rate 0.5x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45
Chemical GLYPHOSATE AS K SALT SL 575 (575 GA/L)
Percent Loading 41.8
Rate 630
Relative Rate 0.5x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45
Chemical INTACT 59770 CP
Percent Loading 43.2
Rate 0.25
Relative Rate 0.5x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45
Chemical MON 51817
Percent Loading 100
Rate 0.5
Relative Rate 0.5x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45",false,"Chemical","MON 51817",,"Weeds 1758",true,"Weeds",1758,,,,,,,,2,791628,22,"71934 ECHCG L01",82393
"b74b7b69-0055-46de-9425-3feb883bb04a","User Collected","BTKREBE","2021-09-30T19:39:39Z","Primary Business","Plant Biotechnology",,,,"7275237","SET_ENTRY","C3774-I12",false,"en-US","75","HERBIP",,,,,,"User Collected,21 Days,Weeds","ANSM: User Collected","TATET: 21 Days","TAXA: Weeds",,"PCT","75","NUMBER",12517,"2021_STVOSS_ SBDW0003_XtendiMax_4","rcb",false,7275237,,,,,,,"Chemical BCS-CF88462 SL 707 (707 g/L)
Percent Loading 36
Rate 560
Relative Rate 1.0x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45
Chemical GLYPHOSATE AS K SALT SL 575 (575 GA/L)
Percent Loading 41.8
Rate 1260
Relative Rate 1.0x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45
Chemical MON 51817
Percent Loading 100
Rate 1
Relative Rate 1.0x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45",false,"Chemical","MON 51817",,"Weeds 1758",true,"Weeds",1758,,,,,,,,6,791634,28,"71934 ECHCG L01",82393
"36e892f4-1161-4609-9ae1-958c8a2a218a","User Collected","BTKREBE","2021-09-30T19:35:02Z","Primary Business","Plant Biotechnology",,,,"7275206","SET_ENTRY","C3774-I12",false,"en-US","0","HERBIP",,,,,,"User Collected,21 Days,Weeds","ANSM: User Collected","TATET: 21 Days","TAXA: Weeds",,"PCT","0","NUMBER",12517,"2021_STVOSS_ SBDW0003_XtendiMax_4","rcb",false,7275206,,,,,,,"Chemical MON 119144
Percent Loading 37.5
Rate 280
Relative Rate 0.5x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45
Chemical INTACT 59770 CP
Percent Loading 43.2
Rate 0.25
Relative Rate 0.5x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45
Chemical MON 51817
Percent Loading 100
Rate 0.5
Relative Rate 0.5x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45",false,"Chemical","MON 51817",,"Weeds 1758",true,"Weeds",1758,,,,,,,,5,791624,18,"71934 ECHCG L01",82393
"5c3464ed-d2ad-49eb-a9fd-9e571472ca8c","User Collected","BTKREBE","2021-09-30T19:38:38Z","Primary Business","Plant Biotechnology",,,,"7275228","SET_ENTRY","C3774-I12",false,"en-US","65","HERBIP",,,,,,"User Collected,21 Days,Weeds","ANSM: User Collected","TATET: 21 Days","TAXA: Weeds",,"PCT","65","NUMBER",12517,"2021_STVOSS_ SBDW0003_XtendiMax_4","rcb",false,7275228,,,,,,,"Chemical BCS-CF88462 SL 707 (707 g/L)
Percent Loading 36
Rate 280
Relative Rate 0.5x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45
Chemical GLYPHOSATE AS K SALT SL 575 (575 GA/L)
Percent Loading 41.8
Rate 630
Relative Rate 0.5x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45
Chemical MON 51817
Percent Loading 100
Rate 0.5
Relative Rate 0.5x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45",false,"Chemical","MON 51817",,"Weeds 1758",true,"Weeds",1758,,,,,,,,3,791632,26,"71934 ECHCG L01",82393
"76e67c40-e34c-441a-bfa7-ec9187e99556","User Collected","BTKREBE","2021-09-30T19:42:15Z","Primary Business","Plant Biotechnology",,,,"7275273","SET_ENTRY","C3774-I12",false,"en-US","60","HERBIP",,,,,,"User Collected,21 Days,Weeds","ANSM: User Collected","TATET: 21 Days","TAXA: Weeds",,"PCT","60","NUMBER",12517,"2021_STVOSS_ SBDW0003_XtendiMax_4","rcb",false,7275273,,,,,,,"Chemical MON301848
Percent Loading 11
Rate 560
Relative Rate 1.0x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45
Chemical MON 51817
Percent Loading 100
Rate 1
Relative Rate 1.0x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45",false,"Chemical","MON 51817",,"Weeds 1758",true,"Weeds",1758,,,,,,,,6,791646,40,"71934 ECHCG L01",82393
"8c75e227-36d4-409a-ade3-63ad3712a0ae","User Collected","BTKREBE","2021-09-30T19:44:25Z","Primary Business","Plant Biotechnology",,,,"7275297","SET_ENTRY","C3774-I12",false,"en-US","100","HERBIP",,,,,,"User Collected,21 Days,Weeds","ANSM: User Collected","TATET: 21 Days","TAXA: Weeds",,"PCT","100","NUMBER",12517,"2021_STVOSS_ SBDW0003_XtendiMax_4","rcb",false,7275297,,,,,,,"Chemical MON 301286
Percent Loading 12.4
Rate 560
Relative Rate 1.0x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45
Chemical GLYPHOSATE AS K SALT SL 575 (575 GA/L)
Percent Loading 41.8
Rate 140
Relative Rate 1.0x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45
Chemical INTACT 59770 CP
Percent Loading 43.2
Rate 0.5
Relative Rate 1.0x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45
Chemical MON 51817
Percent Loading 100
Rate 1
Relative Rate 1.0x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45",false,"Chemical","MON 51817",,"Weeds 1758",true,"Weeds",1758,,,,,,,,6,791654,48,"71934 ECHCG L01",82393
"70557e4f-bd35-4d4e-8cee-1f36132944df","User Collected","BTKREBE","2021-09-30T19:44:44Z","Primary Business","Plant Biotechnology",,,,"7275300","SET_ENTRY","C3774-I12",false,"en-US","0","HERBIP",,,,,,"User Collected,21 Days,Weeds","ANSM: User Collected","TATET: 21 Days","TAXA: Weeds",,"PCT","0","NUMBER",12517,"2021_STVOSS_ SBDW0003_XtendiMax_4","rcb",false,7275300,,,,,,,"No Chemical
No Percent Loading
No Rate
No Relative Rate NUMBER
No Application Timing TEXT
No Application Method METHOD
No Application Volume
No Mix Size",false,"No Chemical","","","Weeds 1758",true,"Weeds",1758,,,,,,,,3,791656,50,"71934 ECHCG L01",82393
"085ef2ce-3a5a-4e2e-99ba-5a11889b1ded","User Collected","BTKREBE","2021-09-30T19:38:22Z","Primary Business","Plant Biotechnology",,,,"7275225","SET_ENTRY","C3774-I12",false,"en-US","85","HERBIP",,,,,,"User Collected,21 Days,Weeds","ANSM: User Collected","TATET: 21 Days","TAXA: Weeds",,"PCT","85","NUMBER",12517,"2021_STVOSS_ SBDW0003_XtendiMax_4","rcb",false,7275225,,,,,,,"Chemical 524-617
Percent Loading 29
Rate 560
Relative Rate 1.0x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45
Chemical GLYPHOSATE AS K SALT SL 575 (575 GA/L)
Percent Loading 41.8
Rate 1260
Relative Rate 1.0x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45
Chemical INTACT 59770 CP
Percent Loading 43.2
Rate 0.5
Relative Rate 1.0x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45
Chemical MON 51817
Percent Loading 100
Rate 1
Relative Rate 1.0x
Application Timing 4-6""
Application Method Broadcast - Foliar
Application Volume 15
Mix Size 45",false,"Chemical","MON 51817",,"Weeds 1758",true,"Weeds",1758,,,,,,,,6,791630,24,"71934 ECHCG L01",82393
